30.80	3.95	1
31.05	3.95	1
30.90	5.2	1
30.65	5.85	1
30.70	6.15	1
31.50	6.25	1
31.65	6.55	1
32.00	7	1
32.50	7.95	1
33.35	7.45	1
32.60	6.95	1
32.65	6.6	1
32.55	6.35	1
32.35	6.1	1
32.55	5.8	1
32.20	5.05	1
32.35	4.25	1
32.90	4.15	1
32.70	4.6	1
32.75	4.85	1
34.10	4.6	1
34.10	5	1
33.60	5.25	1
33.35	5.65	1
33.75	5.95	1
33.40	6.2	1
34.45	5.8	1
34.65	5.65	1
34.65	6.25	1
35.25	6.25	1
34.35	6.8	1
34.10	7.15	1
34.45	7.3	1
34.70	7.2	1
34.85	7	1
34.35	7.75	1
34.55	7.85	1
35.05	8	1
35.50	8.05	1
35.80	7.1	1
36.60	6.7	1
36.75	7.25	1
36.50	7.4	1
35.95	7.9	1
36.10	8.1	1
36.15	8.4	1
37.60	7.35	1
37.90	7.65	1
29.15	4.4	1
34.90	9	1
35.30	9.4	1
35.90	9.35	1
36.00	9.65	1
35.75	10	1
36.70	9.15	1
36.60	9.8	1
36.90	9.75	1
37.25	10.15	1
36.40	10.15	1
36.30	10.7	1
36.75	10.85	1
38.15	9.7	1
38.40	9.45	1
38.35	10.5	1
37.70	10.8	1
37.45	11.15	1
37.35	11.4	1
37.00	11.75	1
36.80	12.2	1
37.15	12.55	1
37.25	12.15	1
37.65	11.95	1
37.95	11.85	1
38.60	11.75	1
38.50	12.2	1
38.00	12.95	1
37.30	13	1
37.50	13.4	1
37.85	14.5	1
38.30	14.6	1
38.05	14.45	1
38.35	14.35	1
38.50	14.25	1
39.30	14.2	1
39.00	13.2	1
38.95	12.9	1
39.20	12.35	1
39.50	11.8	1
39.55	12.3	1
39.75	12.75	1
40.20	12.8	1
40.40	12.05	1
40.45	12.5	1
40.55	13.15	1
40.45	14.5	1
40.20	14.8	1
40.65	14.9	1
40.60	15.25	1
41.30	15.3	1
40.95	15.7	1
41.25	16.8	1
40.95	17.05	1
40.70	16.45	1
40.45	16.3	1
39.90	16.2	1
39.65	16.2	1
39.25	15.5	1
38.85	15.5	1
38.30	16.5	1
38.75	16.85	1
39.00	16.6	1
38.25	17.35	1
39.50	16.95	1
39.90	17.05	1
